Significant.UC_K	Ratio.UC.H	minus.log.pvalue	Number.of.samples.quantified.in	Quantified.in.over.70.pct.samples	Cluster	Protein.names	Gene.names	Protein.IDs	Majority.protein.IDs	Zscore.difference.UC-K	Gene.name	pvalue	adj_pvalue	logFC	stat	ENSG.ID	Gene.type	Chromosome	idx	top_2000	top_100	significance
NA	0.990604	0.32379	32	+	NA	Calpain-7	CAPN7	B2RAM2;Q9Y6W3;Q7Z479;H7C1B7;H7C0F1	B2RAM2;Q9Y6W3;Q7Z479	-0.118459	CAPN7	0.4744713570417239	0.5481283153271101	-0.013619648386554916	-0.008136176594344253	ENSG00000131375	protein_coding	3	3482	no	no	not_significant
NA	0.98536	0.209242	32	+	NA	T-complex protein 1 subunit gamma	CCT3	B3KX11;P49368;Q59H77;P49368-2;Q2TU64;B4DUR8;E9PRC8;Q5SZX6;E9PM09;Q5SZX9;Q5SZW8;E9PQ35	B3KX11;P49368;Q59H77;P49368-2;Q2TU64;B4DUR8	-0.0361847	CCT3	0.6176721215130099	0.6798286276502347	-0.021277187244697654	-0.008155249204711857	ENSG00000163468	protein_coding	1	3483	no	no	not_significant
NA	0.977747	0.138865	32	+	NA	Chromodomain-helicase-DNA-binding protein 1-like	CHD1L	X5D2E5;Q86WJ1-2;Q86WJ1;A0A0A0MSH9;Q86WJ1-3;Q86WJ1-4;B4DLS6;A0A0A0MRH8;Q86WJ1-5;Q9H678;A0A087WTM4;A0A087WWW4;B4DPN5;A0A087WZM7;A0A1W2PP16;O75435	X5D2E5;Q86WJ1-2;Q86WJ1;A0A0A0MSH9;Q86WJ1-3;Q86WJ1-4;B4DLS6;A0A0A0MRH8;Q86WJ1-5;Q9H678	-0.0725816	CHD1L	0.7263317018212697	0.7764278727852605	-0.032466890512381365	-0.008158302314435569	ENSG00000131778	protein_coding	1	3484	no	no	not_significant
NA	0.990773	0.332693	32	+	NA	COMM domain-containing protein 9	COMMD9	Q53FR9;Q9P000;Q9P000-2;B4DQW0;B4DIH0;E9PJ95	Q53FR9;Q9P000;Q9P000-2;B4DQW0	-0.0736089	COMMD9	0.46484375419501267	0.5393234101204425	-0.013373541297897423	-0.008203784306069896	ENSG00000110442	protein_coding	11	3485	no	no	not_significant
NA	0.980467	0.16154	24	+	NA	KN motif and ankyrin repeat domain-containing protein 3	Kank3;KANK3	B0I1P5;Q6NY19-2;Q6NY19	B0I1P5;Q6NY19-2;Q6NY19	-0.0766466	KANK3	0.6893820958093184	0.7447831726912693	-0.028459021061001434	-0.008327280003513245	ENSG00000186994	protein_coding	19	3486	no	no	not_significant
NA	0.990309	0.327416	32	+	NA	Double-strand-break repair protein rad21 homolog	RAD21	A0A024R9J0;O60216;B3KUT8;E5RFV8;E5RIN7;E5RI01;E5RFZ5;E5RJW1;E5RJK5;E5RG18;F6KSS9;Q9H4I0;A0A140T8W2;Q9H4I0-2	A0A024R9J0;O60216	-0.0506332	RAD21	0.47052640480048824	0.5444863935790082	-0.014049344229036162	-0.008485189891625841	ENSG00000164754	protein_coding	8	3487	no	no	not_significant
NA	0.991869	0.389444	32	+	NA	Activity-dependent neuroprotector homeobox protein	ADNP	B2RBM8;Q9H2P0;Q6DHZ8;E9PQK8	B2RBM8;Q9H2P0;Q6DHZ8	-0.100475	ADNP	0.40790215522800516	0.48369452117545236	-0.011778504043690644	-0.0085009283717675	ENSG00000101126	protein_coding	20	3488	no	no	not_significant
NA	0.980933	0.169699	28	+	NA	Importin-11	IPO11	F8WDV0;Q9UI26;Q9UI26-2;B3KN03;D6RCN7;D6RJB1	F8WDV0;Q9UI26;Q9UI26-2;B3KN03	-0.10279	IPO11	0.676551716122999	0.7324572500883448	-0.02777349449660455	-0.008588524524526546	ENSG00000086200	protein_coding	5	3489	no	no	not_significant
NA	0.974511	0.127784	23	+	NA	Type II inositol 3,4-bisphosphate 4-phosphatase	INPP4B	O15327;B7Z4Z0;E9PCZ3;D6RJC3;E7EQN9;E9PHC0;B7Z6T2;E9PG59;B7Z864	O15327;B7Z4Z0;E9PCZ3;D6RJC3;E7EQN9;E9PHC0;B7Z6T2	-0.0640968	INPP4B	0.745102464719848	0.7921116798740827	-0.037249624585435175	-0.008622944822898455	ENSG00000109452	protein_coding	4	3490	no	no	not_significant
NA	0.981945	0.186472	32	+	NA	Complement component C8 beta chain	C8B	B7Z550;B7ZA94;B7Z555;A8K9M5;P07358;F5GY80;F5H7G1;Q05CV3	B7Z550;B7ZA94;B7Z555;A8K9M5;P07358;F5GY80;F5H7G1;Q05CV3	-0.0936735	C8B	0.6509205758880149	0.7090528168559951	-0.02628587528568879	-0.008968367378613878	ENSG00000021852	protein_coding	1	3491	no	no	not_significant
NA	0.989295	0.312879	32	+	NA	Protein SCO2 homolog, mitochondrial	SCO2	O43819	O43819	-0.0827467	SCO2	0.48654274384361157	0.5587276086017898	-0.015527309417429998	-0.008976472573514941	ENSG00000284194	protein_coding	22	3492	no	no	not_significant
NA	0.986427	0.247657	32	+	NA	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase	ALG11	Q2TAA5	Q2TAA5	-0.0509212	ALG11	0.5653833307537335	0.6312205303089163	-0.019715805859301785	-0.008999897817952546	ENSG00000253710	protein_coding	13	3493	no	no	not_significant
NA	0.980345	0.173086	32	+	NA	Hsp70-binding protein 1	HSPBP1	Q9NZL4;Q9NZL4-3;Q9NZL4-2;K7EL16;A0A024R4R7;K7EN20;K7ERT9;K7EKM6;K7EMM7	Q9NZL4;Q9NZL4-3;Q9NZL4-2	-0.0649655	HSPBP1	0.6712959081915723	0.7277864474503302	-0.028638547497207976	-0.009026973135441551	ENSG00000133265	protein_coding	19	3494	no	no	not_significant
NA	0.941819	0.0600332	32	+	NA	Gasdermin-B	GSDMB;GSDML	Q8TAX9-4;B2CM70;Q8TAX9-3;Q8TAX9-6;Q8TAX9-2;Q8TAX9;B2CM72;B2CM71;B2CM73;Q8TAX9-5;J3QLF0	Q8TAX9-4;B2CM70;Q8TAX9-3;Q8TAX9-6;Q8TAX9-2;Q8TAX9;B2CM72;B2CM71	-0.0717624	GSDMB	0.8708970109707005	0.897565712916256	-0.08647826741950981	-0.00922512452872276	ENSG00000073605	protein_coding	17	3495	no	no	not_significant
NA	0.985866	0.244503	32	+	NA	Ribosomal RNA small subunit methyltransferase NEP1	EMG1	Q92979;A8K6D2;B4DQC7;V9GYP5;A0A087WWQ2;A0A087WVM7;B4DP65;A0A0U3B3H7	Q92979;A8K6D2;B4DQC7;V9GYP5;A0A087WWQ2;A0A087WVM7;B4DP65	-0.0704225	EMG1	0.5695042901180766	0.6347899297206535	-0.020536527668653645	-0.009260618074676331	ENSG00000126749	protein_coding	12	3496	no	no	not_significant
NA	0.986007	0.247153	32	+	NA	Arfaptin-2	ARFIP2	B4DXH2;A0A087X1E4;P53365;P53365-3;B4DUZ3;P53365-2;E9PRV8;E9PPY7	B4DXH2;A0A087X1E4;P53365;P53365-3;B4DUZ3;P53365-2	-0.0715401	ARFIP2	0.5660398406083711	0.631383545151906	-0.020330206063649707	-0.009274207136851014	ENSG00000132254	protein_coding	11	3497	no	no	not_significant
NA	0.987262	0.278907	32	+	NA	Pre-mRNA-splicing factor RBM22	RBM22	Q9NW64;Q9NW64-2;E5RJW4;E5RHA8	Q9NW64;Q9NW64-2	-0.0570246	RBM22	0.5261299200071329	0.5955678977345982	-0.018495096384796492	-0.009517769751804897	ENSG00000086589	protein_coding	5	3498	no	no	not_significant
NA	0.987276	0.282224	32	+	NA	N6-adenosine-methyltransferase 70 kDa subunit	METTL3	Q86U44;B3KSH0;B4E2F6;H0YFV6;F5H6D8;B4DTN4;B4E349;Q86U44-2	Q86U44;B3KSH0;B4E2F6;H0YFV6	-0.0695715	METTL3	0.5221268174574484	0.5921203446097305	-0.0184746382010868	-0.009612943748562563	ENSG00000165819	protein_coding	14	3499	no	no	not_significant
NA	0.963302	0.100231	32	+	NA	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	PTEN;PTEN2;PTH2	F6KD01;F6KCZ5;F6KCZ4;F6KCZ3;A0A1V0DNR7;A0A024QYR6;P60484;P60484-2;O14781;F6KD02;O43460;A0A087X033;H6WA51;H6WA46;P60484-3	F6KD01;F6KCZ5;F6KCZ4;F6KCZ3;A0A1V0DNR7;A0A024QYR6;P60484;P60484-2;O14781;F6KD02;O43460;A0A087X033	-0.0871739	PTEN	0.7939058461385208	0.8349513184558865	-0.053939933787370845	-0.00964203786838763	ENSG00000171862	protein_coding	10	3500	no	no	not_significant
NA	0.963302	0.100231	32	+	NA	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	PTEN;PTEN2;PTH2	F6KD01;F6KCZ5;F6KCZ4;F6KCZ3;A0A1V0DNR7;A0A024QYR6;P60484;P60484-2;O14781;F6KD02;O43460;A0A087X033;H6WA51;H6WA46;P60484-3	F6KD01;F6KCZ5;F6KCZ4;F6KCZ3;A0A1V0DNR7;A0A024QYR6;P60484;P60484-2;O14781;F6KD02;O43460;A0A087X033	-0.0871739	PTH2	0.7939058461385208	0.8349513184558865	-0.053939933787370845	-0.00964203786838763	ENSG00000142538	protein_coding	19	3501	no	no	not_significant
NA	0.985385	0.250409	32	+	NA	2-hydroxyacyl-CoA lyase 1	HACL1	B4DXR1;Q9UJ83-3;Q9UJ83-4;Q9UJ83-2;Q9UJ83;C9J306;B3KPX4;B4DRJ1;Q7Z773;F8WCH9;C9JJM7	B4DXR1;Q9UJ83-3;Q9UJ83-4;Q9UJ83-2;Q9UJ83;C9J306;B3KPX4;B4DRJ1	-0.110376	HACL1	0.5618119854344663	0.6278130315110345	-0.021240584461461796	-0.009811849203484484	ENSG00000131373	protein_coding	3	3502	no	no	not_significant
NA	0.946164	0.0694862	32	+	NA	Telomere-associated protein RIF1	RIF1	Q5UIP0-2;Q5UIP0;H7C2B5;H7BZN3;B4DRJ4;B4DS49	Q5UIP0-2;Q5UIP0	-0.0770974	RIF1	0.8521455884496921	0.8818052742591861	-0.07983782519136468	-0.009935570169113289	ENSG00000080345	protein_coding	2	3503	no	no	not_significant
NA	0.97196	0.133903	30	+	NA	NA	ATXN3	D3VVH4	D3VVH4	-0.0812646	ATXN3	0.7346779407055879	0.7834537653601233	-0.04103115244423967	-0.009942375896142728	ENSG00000066427	protein_coding	14	3504	no	no	not_significant
NA	0.968488	0.120324	25	+	NA	Methylsterol monooxygenase 1	MSMO1	Q15800;D6RDP9;D6R952;Q15800-2;D6REA2	Q15800;D6RDP9;D6R952;Q15800-2	-0.0783578	MSMO1	0.7580118587074074	0.8030744105270871	-0.04619392158567278	-0.01005793481256239	ENSG00000052802	protein_coding	4	3505	no	no	not_significant
NA	0.968893	0.124382	32	+	NA	Elongation factor Ts, mitochondrial;Elongation factor Ts	TSFM	E5KS95;P43897;P43897-2;B4DHY8;C9JT21;C9JG32;F8VPA7;F8VS27;P43897-4;P43897-3;F8WCK2	E5KS95;P43897;P43897-2;B4DHY8;C9JT21	-0.0489018	TSFM	0.7509620665821449	0.7971076930559533	-0.045590744925974806	-0.010263582875427928	ENSG00000123297	protein_coding	12	3506	no	no	not_significant
NA	0.983684	0.235623	32	+	NA	DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial	APEX1	Q5TZP7;P27695;G3V3M6;G3V5Q1;G3V3C7;A0A0C4DGK8;H7C4A8;G3V5M0;G3V359;G3V5D9;G3V2D9;G3V3Y6	Q5TZP7;P27695;G3V3M6;G3V5Q1;G3V3C7;A0A0C4DGK8	-0.101828	APEX1	0.5812687832310186	0.6464182152852347	-0.023733158236168787	-0.010280701507165096	ENSG00000100823	protein_coding	14	3507	no	no	not_significant
NA	0.982777	0.225354	32	+	NA	Ufm1-specific protease 2	UFSP2	Q9NUQ7;D6RGX2;H0YA18;B3KRI4;D6RB53;D6R9J7;D6RA67;H0Y9B0	Q9NUQ7;D6RGX2;H0YA18;B3KRI4	-0.0470822	UFSP2	0.59517680813665	0.6594086635420154	-0.025064000286814075	-0.01035807912124431	ENSG00000109775	protein_coding	4	3508	no	no	not_significant
NA	0.982415	0.221161	32	+	NA	Aconitate hydratase;Cytoplasmic aconitate hydratase	HEL60;ACO1;IRP1	V9HWB7;P21399;Q9HBB2;Q59FI0;Q7Z2Y2;F5H2R8;F5H143;F5H3Z7	V9HWB7;P21399;Q9HBB2;Q59FI0	-0.0579183	ACO1	0.600950913944495	0.665046609132562	-0.025595506226904197	-0.010371510029400541	ENSG00000122729	protein_coding	9	3509	no	no	not_significant
NA	0.97989	0.193667	27	+	NA	WD repeat-containing protein 81	WDR81	A0A0J9YXM6;Q562E7;Q562E7-4;Q562E7-3;Q562E7-6;Q562E7-5;B7Z6V3;Q24JR4;E9PDG3;Q562E7-2;C9JD20;I3L3U7;C9JCF9	A0A0J9YXM6;Q562E7;Q562E7-4	-0.120595	WDR81	0.6402255472051236	0.6994973116460219	-0.029308289906044976	-0.01040164721705265	ENSG00000167716	protein_coding	17	3510	no	no	not_significant
NA	0.919246	0.0485235	32	+	NA	Glutathione S-transferase Mu 1	GSTM1	X5DR03;P09488;X5D932;E7EWW9;P09488-2;X5DNN9;B9ZVX7;H3BRM6;H3BQT3;X5D7U4	X5DR03;P09488;X5D932;E7EWW9;P09488-2;X5DNN9;B9ZVX7	-0.153733	GSTM1	0.8942861401298362	0.9160618669145117	-0.12147710117727754	-0.010558099479206384	ENSG00000134184	protein_coding	1	3511	no	no	not_significant
NA	0.982346	0.224244	32	+	NA	TBC1 domain family member 22A	TBC1D22A	B4DWA9;B0QYI1;A0A0A0MRY0;B3KP29;B2RE30;Q8WUA7-2;Q8WUA7-4;Q8WUA7;Q8WUA7-3	B4DWA9;B0QYI1;A0A0A0MRY0;B3KP29;B2RE30;Q8WUA7-2;Q8WUA7-4;Q8WUA7;Q8WUA7-3	-0.0718937	TBC1D22A	0.5966999480040083	0.6609336339704079	-0.025696837592767266	-0.010564394760754709	ENSG00000054611	protein_coding	22	3512	no	no	not_significant
NA	0.988037	0.335884	32	+	NA	Induced myeloid leukemia cell differentiation protein Mcl-1	MCL1	Q07820;Q07820-2;B4DLY8	Q07820;Q07820-2;B4DLY8	-0.0842608	MCL1	0.4614408088821394	0.5359785804145661	-0.017363026035892244	-0.010756943537388037	ENSG00000143384	protein_coding	1	3513	yes	no	not_significant
NA	0.978555	0.189592	32	+	NA	Heterogeneous nuclear ribonucleoprotein L-like	HNRNPLL;HNRPLL	C9IYN3;D6W592;A0A0S2Z6K1;A0A0S2Z5U3;Q8WVV9-4;Q8WVV9;B7WPG3;A8K894;Q8WVV9-5;H7C464;A0A0S2Z610;Q8WVV9-3;Q8WVV9-2;H7BXH8;C9JJZ7	C9IYN3;D6W592;A0A0S2Z6K1;A0A0S2Z5U3;Q8WVV9-4;Q8WVV9;B7WPG3;A8K894;Q8WVV9-5	-0.0632916	HNRNPLL	0.6462610769547195	0.7048462962765406	-0.031275154615446	-0.010858671841920468	ENSG00000143889	protein_coding	2	3514	no	no	not_significant
NA	0.987894	0.335207	32	+	NA	Protein XRP2	RP2	B2R6F5;A0A1B2JLU2;O75695	B2R6F5;A0A1B2JLU2;O75695	-0.0791652	RP2	0.462160686882054	0.5366131595341009	-0.017571844452332196	-0.010865199177164877	ENSG00000102218	protein_coding	X	3515	no	no	not_significant
NA	0.980468	0.210926	32	+	NA	Coiled-coil domain-containing protein 6	CCDC6	A0A024QZJ7;Q16204;Q15302	A0A024QZJ7;Q16204	-0.0510386	CCDC6	0.6152817024258027	0.6781147830691792	-0.02845754962513953	-0.010976433577006221	ENSG00000108091	protein_coding	10	3516	no	no	not_significant
NA	0.95813	0.0998881	32	+	NA	Actin, aortic smooth muscle	ACTA2	D2JYH4;P62736;B3KPP5;F6UVQ4;F6QUT6;B7Z6I1;Q562S2;A0A173GMX4	D2JYH4;P62736	-0.0967741	ACTA2	0.7945329271282104	0.8354128684812892	-0.06170667939434748	-0.010995208695680946	ENSG00000107796	protein_coding	10	3517	no	no	not_significant
NA	0.985978	0.294493	32	+	NA	Serine/threonine-protein kinase mTOR	MTOR	P42345;B4DZD5;Q96QW8;B3KX59;B1AKP8;B1AKQ2	P42345;B4DZD5	-0.0434463	MTOR	0.5075829202330278	0.5790165371267082	-0.020372638593500306	-0.011051459303246915	ENSG00000198793	protein_coding	1	3518	no	no	not_significant
NA	0.973879	0.160529	32	+	NA	Ras-related protein Ral-B	RALB	A0A024RAG3;P11234;P11234-2;C9J6B1;P11234-3;B4E364;C9JQB3	A0A024RAG3;P11234;P11234-2;C9J6B1;P11234-3;B4E364;C9JQB3	-0.10159	RALB	0.6909887871104442	0.7461279307649707	-0.03818555968859202	-0.011103423843807582	ENSG00000144118	protein_coding	2	3519	yes	no	not_significant
NA	0.978478	0.194439	32	+	NA	SH3 domain-containing kinase-binding protein 1	SH3KBP1	Q5JPT6;Q96B97;Q5JPT2;Q96B97-3;B7Z6E8;Q5VSN0;Q5JPT1;Q5JPT3	Q5JPT6;Q96B97;Q5JPT2;Q96B97-3;B7Z6E8;Q5VSN0	-0.0653858	SH3KBP1	0.6390884959387622	0.6988723711556685	-0.031388681079441004	-0.01116944018268879	ENSG00000147010	protein_coding	X	3520	no	no	not_significant
NA	0.98466	0.272367	32	+	NA	Rho GTPase-activating protein 26	ARHGAP26	A0A0S2Z536;Q9UNA1-2;Q9UNA1;A0A0S2Z508;H0Y4P9;F8W8N5;H0Y835;Q8NFJ1;C9J6V4;B4DQA2;B3KT96	A0A0S2Z536;Q9UNA1-2;Q9UNA1;A0A0S2Z508	-0.073659	ARHGAP26	0.534112817278843	0.6027287704475118	-0.02230244239045659	-0.011207105513847281	ENSG00000145819	protein_coding	5	3521	no	no	not_significant
NA	0.961464	0.109387	32	+	NA	Antithrombin-III	SERPINC1	A0A024R944;P01008;A0A0K0Q2Z1;Q8TCE1;Q8IZZ8;Q9UE54;Q8J001;Q9UBW9;Q8IZZ9;Q8J000	A0A024R944;P01008;A0A0K0Q2Z1;Q8TCE1	-0.0859153	SERPINC1	0.7773435511459565	0.8192045876425691	-0.05669525499644488	-0.011210781907641316	ENSG00000117601	protein_coding	1	3522	no	no	not_significant
NA	0.983037	0.251057	32	+	NA	C-terminal-binding protein 2	CTBP2	Q5SQP8;P56545;P56545-3;P56545-2;A0A087WYL1	Q5SQP8;P56545;P56545-3;P56545-2	-0.0581824	CTBP2	0.5609743448042822	0.6272040043879373	-0.02468237647823566	-0.011426361824625106	ENSG00000175029	protein_coding	10	3523	no	no	not_significant
NA	0.993462	0.651326	32	+	NA	NA	COMMD3-BMI1	R4GMX3;Q5T8Z6;Q5T8Z4;Q6IB93;Q5U0M5;P35226;A0A087X259;J3KT13;A0A024R1V6;P35227;Q5T8Z2	R4GMX3	-0.0636691	COMMD3-BMI1	0.22318962371684242	0.2906647131082928	-0.009463309556373891	-0.011614676229736928	ENSG00000269897	protein_coding	10	3524	no	no	not_significant
NA	0.989556	0.414466	24	+	NA	Polyhomeotic-like protein 2	PHC2;HPH2	B3KPJ4;B4DG61;B7ZLY0;A0A0A0MSI2;Q8IXK0-2;Q8IXK0-4;Q8IXK0;Q8IXK0-5;Q8IXK0-3;P78365	B3KPJ4;B4DG61;B7ZLY0;A0A0A0MSI2;Q8IXK0-2;Q8IXK0-4;Q8IXK0;Q8IXK0-5;Q8IXK0-3;P78365	-0.0931959	PHC2	0.38506495942301894	0.4607665845727456	-0.015146741696206487	-0.011648998033067154	ENSG00000134686	protein_coding	1	3525	no	no	not_significant
NA	0.986659	0.327925	32	+	NA	WD repeat-containing protein 7	WDR7	Q9Y4E6-2;Q9Y4E6;A2RRE0;K7EMB8	Q9Y4E6-2;Q9Y4E6	-0.0761976	WDR7	0.46997526345021834	0.5439504078562886	-0.019376535040869548	-0.011721841221508145	ENSG00000091157	protein_coding	18	3526	no	no	not_significant
NA	0.979118	0.211843	32	+	NA	Trafficking protein particle complex subunit 5	TRAPPC5	Q8IUR0;M0QZQ8	Q8IUR0;M0QZQ8	-0.0825422	TRAPPC5	0.6139839238360943	0.677087881537854	-0.030445355838619747	-0.01178983913099695	ENSG00000181029	protein_coding	19	3527	no	no	not_significant
NA	0.982439	0.253685	32	+	NA	Galectin-1	LGALS1	P09382;F8WEI7	P09382	-0.108342	LGALS1	0.5575900303235929	0.6247756382535058	-0.025560262202683637	-0.011934662736229434	ENSG00000100097	protein_coding	22	3528	yes	no	not_significant
NA	0.987929	0.371309	32	+	NA	F-actin-capping protein subunit alpha-2	CAPZA2	Q53GE2;Q53GC7;A4D0V4;P47755;F8W9N7;C9JUG7;A0A0D9SET8;B4DE01;P47755-2;F8WED3	Q53GE2;Q53GC7;A4D0V4;P47755;F8W9N7;C9JUG7;A0A0D9SET8;B4DE01;P47755-2	-0.0608089	CAPZA2	0.4252957080760944	0.5007670713523549	-0.01752073225611194	-0.012037910555521138	ENSG00000198898	protein_coding	7	3529	no	no	not_significant
NA	0.98526	0.304239	32	+	NA	Transmembrane protein 245	TMEM245	Q9H330-2;Q9H330;H7C0G1;Q9H330-3;Q9H330-4;F8WBJ7	Q9H330-2;Q9H330;H7C0G1;Q9H330-3	-0.0799053	TMEM245	0.4963191130206439	0.5677464659488831	-0.02142360766488289	-0.012042012314498772	ENSG00000106771	protein_coding	9	3530	no	no	not_significant
NA	0.988037	0.381867	32	+	NA	Striatin	STRN	O43815;Q3B874;O43815-2;A0A097F6U9;Q0VAF9;M0R0W8;M0QXN2;M0R2A7;M0QYS2	O43815;Q3B874;O43815-2	-0.0813987	STRN	0.41508113920468775	0.4907019240760445	-0.017363026035892244	-0.012279152830236553	ENSG00000115808	protein_coding	2	3531	no	no	not_significant
NA	0.985523	0.321728	32	+	NA	Liprin-beta-1	PPFIBP1	Q86W92-4;Q86W92-2;Q86W92;A0A024RB02;Q86W92-3;F5GZP6;B4DFU8;A0A0A0MTP2;H0YFE4;F5H6Q7;F5H0E0;F5H495;Q86W92-5	Q86W92-4;Q86W92-2;Q86W92;A0A024RB02;Q86W92-3;F5GZP6;B4DFU8	-0.0989859	PPFIBP1	0.4767294704918466	0.5502230394777117	-0.021038553807602608	-0.012486910774800521	ENSG00000110841	protein_coding	12	3532	no	no	not_significant
NA	0.983535	0.284384	32	+	NA	Apoptosis regulator BAX	BAX;Bax	Q07812-8;Q07812;Q07812-2;Q07812-5;Q07812-7;K4JQN1;A0A0C4MW46;A0A0C4MWS3;A0A0C4MVT1;Q5ZPJ1;I6LPK7;Q07812-6;Q07812-4;H0YA56;Q9UEI8;Q8WXU1	Q07812-8;Q07812;Q07812-2;Q07812-5;Q07812-7;K4JQN1;A0A0C4MW46;A0A0C4MWS3;A0A0C4MVT1	-0.0773901	BAX	0.5195364230876611	0.5901567304140516	-0.023951701836554356	-0.012540159980246567	ENSG00000087088	protein_coding	19	3533	no	no	not_significant
NA	0.950637	0.0966203	32	+	NA	Caspase-7;Caspase-7 subunit p20;Caspase-7 subunit p11	CASP7	P55210;P55210-3;A0A0A0MRL7;P55210-4;B4DUB5;B4DWA2;Q5SVL2;P55210-2	P55210;P55210-3;A0A0A0MRL7;P55210-4;B4DUB5;B4DWA2;Q5SVL2	-0.0644213	CASP7	0.8005338491254811	0.8404925845487224	-0.0730335406301388	-0.012589207483758143	ENSG00000165806	protein_coding	10	3534	no	no	not_significant
NA	0.971868	0.172106	32	+	NA	Pantothenate kinase 4	PANK4	Q9NVE7;A0A0G2JR38;B4DHW9;B4DZX1;E9PHT6;H0YA26;Q7RTX2;H0Y9E4;A0A0G2JQS7;H0YA31	Q9NVE7;A0A0G2JR38;B4DHW9;B4DZX1;E9PHT6;H0YA26	-0.0722028	PANK4	0.672812420210243	0.7289194125052808	-0.04116771590958848	-0.012917573639502317	ENSG00000157881	protein_coding	1	3535	no	no	not_significant
NA	0.97602	0.204464	32	+	NA	GDP-mannose 4,6 dehydratase	GMDS	O60547;B2R9X3;O60547-2	O60547;B2R9X3;O60547-2	0.118626	GMDS	0.6245051152770745	0.6859573060165949	-0.03501738397913152	-0.013109879256882638	ENSG00000112699	protein_coding	6	3536	no	no	not_significant
NA	0.977812	0.221223	32	+	NA	Interferon regulatory factor 2-binding protein 1	IRF2BP1	B2RCD8;Q8IU81	B2RCD8;Q8IU81	-0.0658883	IRF2BP1	0.6008651281498462	0.665046609132562	-0.032370984249576414	-0.013116989553937662	ENSG00000170604	protein_coding	19	3537	no	no	not_significant
NA	0.97398	0.191286	32	+	NA	Cytochrome b5	CYB5A	P00167-2;P00167;Q59F44;P00167-3;J3KNC7	P00167-2;P00167;Q59F44;P00167-3	-0.0738344	CYB5A	0.6437451943635023	0.7023759610389408	-0.03803594701204794	-0.013340222023877548	ENSG00000166347	protein_coding	18	3538	no	no	not_significant
NA	0.984461	0.320456	32	+	NA	Kelch repeat and BTB domain-containing protein 11	KBTBD11	O94819	O94819	-0.0784665	KBTBD11	0.4781278046133758	0.5515281372372908	-0.022594040838814226	-0.013355983729348877	ENSG00000176595	protein_coding	8	3539	no	no	not_significant
NA	0.988318	0.427805	32	+	NA	TSC22 domain family protein 4	TSC22D4	Q9Y3Q8;Q8IV54;H7BZ77;Q9Y3Q8-2	Q9Y3Q8;Q8IV54	-0.0929572	TSC22D4	0.37341778627445404	0.4485655769854747	-0.016952778576077056	-0.013486629059158334	ENSG00000166925	protein_coding	7	3540	no	no	not_significant
NA	0.980494	0.258264	27	+	NA	Transducin-like enhancer protein 1;Transducin-like enhancer protein 4	TLE1;TLE4	Q04724;B3KQ29;B4DEF9;Q04727-2;B4E345;Q59EF7;Q5T3G3	Q04724;B3KQ29;B4DEF9;Q04727-2;B4E345	-0.137094	TLE1	0.5517419430678081	0.6192326998060481	-0.028419292819484684	-0.013520258117623828	ENSG00000196781	protein_coding	9	3541	no	no	not_significant
NA	0.980494	0.258264	27	+	NA	Transducin-like enhancer protein 1;Transducin-like enhancer protein 4	TLE1;TLE4	Q04724;B3KQ29;B4DEF9;Q04727-2;B4E345;Q59EF7;Q5T3G3	Q04724;B3KQ29;B4DEF9;Q04727-2;B4E345	-0.137094	TLE4	0.5517419430678081	0.6192326998060481	-0.028419292819484684	-0.013520258117623828	ENSG00000106829	protein_coding	9	3542	no	no	not_significant
NA	0.973646	0.19161	32	+	NA	Transmembrane 9 superfamily member 3	SMBP;TM9SF3	Q96JZ5;A0A024QYS2;Q9HD45;Q8WUB5;Q5TB53;Q8NCC4;Q96K55;B4DN13	Q96JZ5;A0A024QYS2;Q9HD45;Q8WUB5;Q5TB53;Q8NCC4	-0.0615256	TM9SF3	0.6432651153636683	0.7020740334290372	-0.03853076495797855	-0.01353101819242526	ENSG00000077147	protein_coding	10	3543	no	no	not_significant
NA	0.981071	0.267403	28	+	NA	NA	CD99	A0A096LP69	A0A096LP69	-0.191234	CD99	0.5402527671531376	0.6083254027813189	-0.02757054698378505	-0.013601348871764117	ENSG00000002586	protein_coding	X	3544	no	no	not_significant
NA	0.96631	0.152705	32	+	NA	Alpha-parvin	PARVA	J3KNQ4;Q9NVD7;B7Z952;E9PS97;Q9NVD7-2	J3KNQ4;Q9NVD7;B7Z952	-0.0853635	PARVA	0.7035500528522375	0.7566527872762151	-0.049442003428135	-0.01370658110763272	ENSG00000197702	protein_coding	11	3545	no	no	not_significant
NA	0.982575	0.293635	32	+	NA	Rapamycin-insensitive companion of mTOR	RICTOR	Q6R327;Q6R327-3;D6R9S6;Q8N6M7;Q6R327-4	Q6R327;Q6R327-3	-0.15501499999999999	RICTOR	0.508586701409301	0.579421547810449	-0.02536056232688202	-0.01373813229248611	ENSG00000164327	protein_coding	5	3546	no	no	not_significant
